Date,country,Event,calender,Survey,Actual,Prior,Revised,Relevance,Ticker
2008/9/4 20:15,US,ADP 就业变动指数,Aug,-30000,-33000,9000,-341000,85.6061,ADP CHNG Index
2008/10/1 20:15,US,ADP 就业变动指数,Sep,-50000,-8000,-33000,-422000,85.6061,ADP CHNG Index
2008/11/5 21:15,US,ADP 就业变动指数,Oct,-102000,-157000,-8000,-346000,85.6061,ADP CHNG Index
2008/12/3 21:15,US,ADP 就业变动指数,Nov,-205000,-250000,-157000,-504000,85.6061,ADP CHNG Index
2009/1/7 21:15,US,ADP 就业变动指数,Dec,-495000,-693000,-250000,-583000,85.6061,ADP CHNG Index
2009/2/4 21:15,US,ADP 就业变动指数,Jan,-535000,-522000,-693000,-563000,85.6061,ADP CHNG Index
2009/3/4 21:15,US,ADP 就业变动指数,Feb,-630000,-697000,-522000,-707000,85.6061,ADP CHNG Index
2009/4/1 20:15,US,ADP 就业变动指数,Mar,-663000,-742000,-697000,-846000,85.6061,ADP CHNG Index
2009/5/6 20:15,US,ADP 就业变动指数,Apr,-645000,-491000,-742000,-640000,85.6061,ADP CHNG Index
2009/6/3 20:15,US,ADP 就业变动指数,May,-525000,-532000,-491000,-562000,85.6061,ADP CHNG Index
2009/7/1 20:15,US,ADP 就业变动指数,Jun,-394000,-473000,-532000,-442000,85.6061,ADP CHNG Index
2009/8/5 20:15,US,ADP 就业变动指数,Jul,-350000,-371000,-473000,-377000,85.6061,ADP CHNG Index
2009/9/2 20:15,US,ADP 就业变动指数,Aug,-250000,-298000,-371000,-168000,85.6061,ADP CHNG Index
2009/9/30 20:15,US,ADP 就业变动指数,Sep,-200000,-254000,-298000,-264000,85.6061,ADP CHNG Index
2009/11/4 21:15,US,ADP 就业变动指数,Oct,-198000,-203000,-254000,-130000,85.6061,ADP CHNG Index
2009/12/2 21:15,US,ADP 就业变动指数,Nov,-150000,-169000,-203000,-181000,85.6061,ADP CHNG Index
2010/1/6 21:15,US,ADP 就业变动指数,Dec,-75000,-84000,-169000,-163000,85.6061,ADP CHNG Index
2010/2/3 21:15,US,ADP 就业变动指数,Jan,-30000,-22000,-84000,-144000,85.6061,ADP CHNG Index
2010/3/3 21:15,US,ADP 就业变动指数,Feb,-20000,-20000,-22000,-22000,85.6061,ADP CHNG Index
2010/3/31 20:15,US,ADP 就业变动指数,Mar,40000,-23000,-20000,-116000,85.6061,ADP CHNG Index
2010/5/5 20:15,US,ADP 就业变动指数,Apr,30000,32000,-23000,-20000,85.6061,ADP CHNG Index
2010/6/3 20:15,US,ADP 就业变动指数,May,70000,55000,32000,190000,85.6061,ADP CHNG Index
2010/6/30 20:15,US,ADP 就业变动指数,Jun,60000,13000,55000,134000,85.6061,ADP CHNG Index
2010/8/4 20:15,US,ADP 就业变动指数,Jul,30000,42000,13000,119000,85.6061,ADP CHNG Index
2010/9/1 20:15,US,ADP 就业变动指数,Aug,15000,-10000,42000,116000,85.6061,ADP CHNG Index
2010/10/6 20:15,US,ADP 就业变动指数,Sep,20000,-39000,-10000,106000,85.6061,ADP CHNG Index
2010/11/3 20:15,US,ADP 就业变动指数,Oct,20000,43000,-39000,143000,85.6061,ADP CHNG Index
2010/12/1 21:15,US,ADP 就业变动指数,Nov,70000,93000,43000,161000,85.6061,ADP CHNG Index
2011/1/5 21:15,US,ADP 就业变动指数,Dec,100000,297000,93000,136000,85.6061,ADP CHNG Index
2011/2/2 21:15,US,ADP 就业变动指数,Jan,140000,187000,297000,91000,85.6061,ADP CHNG Index
2011/3/2 21:15,US,ADP 就业变动指数,Feb,180000,217000,187000,123000,85.6061,ADP CHNG Index
2011/3/30 20:15,US,ADP 就业变动指数,Mar,208000,201000,217000,191000,85.6061,ADP CHNG Index
2011/5/4 20:15,US,ADP 就业变动指数,Apr,198000,179000,201000,215000,85.6061,ADP CHNG Index
2011/6/1 20:15,US,ADP 就业变动指数,May,175000,38000,179000,348000,85.6061,ADP CHNG Index
2011/7/7 20:15,US,ADP 就业变动指数,Jun,70000,157000,38000,209000,85.6061,ADP CHNG Index
2011/8/3 20:15,US,ADP 就业变动指数,Jul,100000,114000,157000,233000,85.6061,ADP CHNG Index
2011/8/31 20:15,US,ADP 就业变动指数,Aug,100000,91000,114000,188000,85.6061,ADP CHNG Index
2011/10/5 20:15,US,ADP 就业变动指数,Sep,75000,91000,91000,209000,85.6061,ADP CHNG Index
2011/11/2 20:15,US,ADP 就业变动指数,Oct,100000,110000,91000,203000,85.6061,ADP CHNG Index
2011/11/30 21:15,US,ADP 就业变动指数,Nov,130000,206000,110000,152000,85.6061,ADP CHNG Index
2012/1/5 21:15,US,ADP 就业变动指数,Dec,178000,325000,206000,159000,85.6061,ADP CHNG Index
2012/2/1 21:15,US,ADP 就业变动指数,Jan,182000,170000,325000,235000,85.6061,ADP CHNG Index
2012/3/7 21:15,US,ADP 就业变动指数,Feb,215000,216000,170000,239000,85.6061,ADP CHNG Index
2012/4/4 20:15,US,ADP 就业变动指数,Mar,206000,209000,216000,278000,85.6061,ADP CHNG Index
2012/5/2 20:15,US,ADP 就业变动指数,Apr,170000,119000,209000,257000,85.6061,ADP CHNG Index
2012/5/31 20:15,US,ADP 就业变动指数,May,150000,133000,119000,128000,85.6061,ADP CHNG Index
2012/7/5 20:15,US,ADP 就业变动指数,Jun,100000,176000,133000,148000,85.6061,ADP CHNG Index
2012/8/1 20:15,US,ADP 就业变动指数,Jul,120000,163000,176000,40000,85.6061,ADP CHNG Index
2012/9/6 20:15,US,ADP 就业变动指数,Aug,140000,201000,163000,163000,85.6061,ADP CHNG Index
2012/10/3 20:15,US,ADP 就业变动指数,Sep,140000,162000,201000,173000,85.6061,ADP CHNG Index
2012/11/1 20:15,US,ADP 就业变动指数,Oct,131000,158000,162000,141000,85.6061,ADP CHNG Index
2012/12/5 21:15,US,ADP 就业变动指数,Nov,125000,118000,158000,254000,85.6061,ADP CHNG Index
2013/1/3 21:15,US,ADP 就业变动指数,Dec,140000,215000,118000,130000,85.6061,ADP CHNG Index
2013/1/30 21:15,US,ADP 就业变动指数,Jan,165000,192000,215000,225000,85.6061,ADP CHNG Index
2013/3/6 21:15,US,ADP 就业变动指数,Feb,170000,198000,192000,222000,85.6061,ADP CHNG Index
2013/4/3 20:15,US,ADP 就业变动指数,Mar,200000,158000,198000,192000,85.6061,ADP CHNG Index
2013/5/1 20:15,US,ADP 就业变动指数,Apr,150000,119000,158000,199000,85.6061,ADP CHNG Index
2013/6/5 20:15,US,ADP 就业变动指数,May,165000,135000,119000,106000,85.6061,ADP CHNG Index
2013/7/3 20:15,US,ADP 就业变动指数,Jun,160000,188000,135000,206000,85.6061,ADP CHNG Index
2013/7/31 20:15,US,ADP 就业变动指数,Jul,180000,200000,188000,255000,85.6061,ADP CHNG Index
2013/9/5 20:15,US,ADP 就业变动指数,Aug,184000,176000,200000,165000,85.6061,ADP CHNG Index
2013/10/2 20:15,US,ADP 就业变动指数,Sep,180000,166000,176000,194000,85.6061,ADP CHNG Index
2013/10/30 20:15,US,ADP 就业变动指数,Oct,150000,130000,166000,236000,85.6061,ADP CHNG Index
2013/12/4 21:15,US,ADP 就业变动指数,Nov,170000,215000,130000,170000,85.6061,ADP CHNG Index
2014/1/8 21:15,US,ADP 就业变动指数,Dec,200000,238000,215000,192000,85.6061,ADP CHNG Index
2014/2/5 21:15,US,ADP 就业变动指数,Jan,185000,175000,238000,166000,85.6061,ADP CHNG Index
2014/3/5 21:15,US,ADP 就业变动指数,Feb,155000,139000,175000,236000,85.6061,ADP CHNG Index
2014/4/2 20:15,US,ADP 就业变动指数,Mar,195000,191000,139000,191000,85.6061,ADP CHNG Index
2014/4/30 20:15,US,ADP 就业变动指数,Apr,210000,220000,191000,213000,85.6061,ADP CHNG Index
2014/6/4 20:15,US,ADP 就业变动指数,May,210000,179000,220000,330000,85.6061,ADP CHNG Index
2014/7/2 20:15,US,ADP 就业变动指数,Jun,205000,281000,179000,225000,85.6061,ADP CHNG Index
2014/7/30 20:15,US,ADP 就业变动指数,Jul,230000,218000,281000,235000,85.6061,ADP CHNG Index
2014/9/4 20:15,US,ADP 就业变动指数,Aug,220000,204000,218000,275000,85.6061,ADP CHNG Index
2014/10/1 20:15,US,ADP 就业变动指数,Sep,205000,213000,204000,156000,85.6061,ADP CHNG Index
2014/11/5 21:15,US,ADP 就业变动指数,Oct,220000,230000,213000,253000,85.6061,ADP CHNG Index
2014/12/3 21:15,US,ADP 就业变动指数,Nov,222000,208000,230000,200000,85.6061,ADP CHNG Index
2015/1/7 21:15,US,ADP 就业变动指数,Dec,225000,241000,208000,241000,85.6061,ADP CHNG Index
2015/2/4 21:15,US,ADP 就业变动指数,Jan,223000,213000,241000,284000,85.6061,ADP CHNG Index
2015/3/4 21:15,US,ADP 就业变动指数,Feb,219000,212000,213000,212000,85.6061,ADP CHNG Index
2015/4/1 20:15,US,ADP 就业变动指数,Mar,225000,189000,212000,214000,85.6061,ADP CHNG Index
2015/5/6 20:15,US,ADP 就业变动指数,Apr,200000,169000,189000,187000,85.6061,ADP CHNG Index
2015/6/3 20:15,US,ADP 就业变动指数,May,200000,201000,169000,179000,85.6061,ADP CHNG Index
2015/7/1 20:15,US,ADP 就业变动指数,Jun,218000,237000,201000,234000,85.6061,ADP CHNG Index
2015/8/5 20:15,US,ADP 就业变动指数,Jul,215000,185000,237000,255000,85.6061,ADP CHNG Index
2015/9/2 20:15,US,ADP 就业变动指数,Aug,200000,190000,185000,256000,85.6061,ADP CHNG Index
2015/9/30 20:15,US,ADP 就业变动指数,Sep,190000,200000,190000,132000,85.6061,ADP CHNG Index
2015/11/4 21:15,US,ADP 就业变动指数,Oct,180000,182000,200000,179000,85.6061,ADP CHNG Index
2015/12/2 21:15,US,ADP 就业变动指数,Nov,190000,217000,182000,184000,85.6061,ADP CHNG Index
2016/1/6 21:15,US,ADP 就业变动指数,Dec,198000,257000,217000,207000,85.6061,ADP CHNG Index
2016/2/3 21:15,US,ADP 就业变动指数,Jan,195000,205000,257000,238000,85.6061,ADP CHNG Index
2016/3/2 21:15,US,ADP 就业变动指数,Feb,190000,214000,205000,184000,85.6061,ADP CHNG Index
2016/3/30 20:15,US,ADP 就业变动指数,Mar,195000,200000,214000,255000,85.6061,ADP CHNG Index
2016/5/4 20:15,US,ADP 就业变动指数,Apr,195000,156000,200000,232000,85.6061,ADP CHNG Index
2016/6/2 20:15,US,ADP 就业变动指数,May,173000,173000,156000,109000,85.6061,ADP CHNG Index
2016/7/7 20:15,US,ADP 就业变动指数,Jun,160000,172000,173000,58000,85.6061,ADP CHNG Index
2016/8/3 20:15,US,ADP 就业变动指数,Jul,170000,179000,172000,258000,85.6061,ADP CHNG Index
2016/8/31 20:15,US,ADP 就业变动指数,Aug,175000,177000,179000,229000,85.6061,ADP CHNG Index
2016/10/5 20:15,US,ADP 就业变动指数,Sep,165000,154000,177000,141000,85.6061,ADP CHNG Index
2016/11/2 20:15,US,ADP 就业变动指数,Oct,165000,147000,154000,217000,85.6061,ADP CHNG Index
2016/11/30 21:15,US,ADP 就业变动指数,Nov,170000,216000,147000,62000,85.6061,ADP CHNG Index
2017/1/5 21:15,US,ADP 就业变动指数,Dec,175000,153000,216000,226000,85.6061,ADP CHNG Index
2017/2/1 21:15,US,ADP 就业变动指数,Jan,168000,246000,153000,201000,85.6061,ADP CHNG Index
2017/3/8 21:15,US,ADP 就业变动指数,Feb,187000,298000,246000,249000,85.6061,ADP CHNG Index
2017/4/5 20:15,US,ADP 就业变动指数,Mar,185000,263000,298000,245000,85.6061,ADP CHNG Index
2017/5/3 20:15,US,ADP 就业变动指数,Apr,175000,--,263000,--,85.6061,ADP CHNG Index
2017/6/1 20:15,US,ADP 就业变动指数,May,--,--,--,--,85.6061,ADP CHNG Index
2007/1/16 17:30,UK,CPI 同比,Dec,2.90%,3.00%,2.70%,--,94.186,UKRPCJYR Index
2007/1/17 15:00,GE,CPI 同比,Dec F,1.40%,1.40%,1.40%,--,88.1356,GRCP20YY Index
2007/1/17 18:00,EC,CPI 同比,Dec,1.90%,1.90%,1.90%,--,95.4545,ECCPEMUY Index
2007/1/31 0:30,GE,CPI 同比,Jan P,2.00%,1.60%,1.40%,--,88.1356,GRCP20YY Index
2007/2/13 17:30,UK,CPI 同比,Jan,2.90%,2.70%,3.00%,--,94.186,UKRPCJYR Index
2007/2/16 15:00,GE,CPI 同比,Jan F,1.60%,1.60%,1.60%,1.70%,88.1356,GRCP20YY Index
2007/2/27 23:10,GE,CPI 同比,Feb P,1.80%,1.60%,1.60%,--,88.1356,GRCP20YY Index
2007/2/28 18:00,EC,CPI 同比,Jan,1.90%,1.80%,1.90%,--,95.4545,ECCPEMUY Index
2007/3/15 15:00,GE,CPI 同比,Feb F,1.60%,1.60%,1.60%,1.70%,88.1356,GRCP20YY Index
2007/3/15 18:00,EC,CPI 同比,Feb,1.80%,1.80%,1.80%,--,95.4545,ECCPEMUY Index
2007/3/20 17:30,UK,CPI 同比,Feb,2.70%,2.80%,2.70%,--,94.186,UKRPCJYR Index
2007/3/28 22:10,GE,CPI 同比,Mar P,1.80%,1.90%,1.60%,--,88.1356,GRCP20YY Index
2007/4/16 14:00,GE,CPI 同比,Mar F,1.90%,1.90%,1.90%,--,88.1356,GRCP20YY Index
2007/4/16 17:00,EC,CPI 同比,Mar,1.90%,1.90%,1.90%,1.80%,95.4545,ECCPEMUY Index
2007/4/17 16:30,UK,CPI 同比,Mar,2.80%,3.10%,2.80%,--,94.186,UKRPCJYR Index
2007/4/27 22:25,GE,CPI 同比,Apr P,1.70%,1.90%,1.90%,--,88.1356,GRCP20YY Index
2007/5/15 16:30,UK,CPI 同比,Apr,2.80%,2.80%,3.10%,3.10%,94.186,UKRPCJYR Index
2007/5/16 14:00,GE,CPI 同比,Apr F,1.90%,1.90%,1.90%,2.10%,88.1356,GRCP20YY Index
2007/5/16 17:00,EC,CPI 同比,Apr,1.80%,1.90%,1.90%,--,95.4545,ECCPEMUY Index
2007/5/29 23:30,GE,CPI 同比,May P,1.90%,1.90%,1.90%,--,88.1356,GRCP20YY Index
2007/6/12 16:30,UK,CPI 同比,May,2.60%,2.50%,2.80%,--,94.186,UKRPCJYR Index
2007/6/14 14:00,GE,CPI 同比,May F,1.90%,1.90%,1.90%,2.10%,88.1356,GRCP20YY Index
2007/6/14 17:00,EC,CPI 同比,May,1.90%,1.90%,1.90%,--,95.4545,ECCPEMUY Index
2007/6/28 23:10,GE,CPI 同比,Jun P,1.90%,1.80%,1.90%,--,88.1356,GRCP20YY Index
2007/7/16 14:00,GE,CPI 同比,Jun F,1.80%,1.80%,1.80%,1.90%,88.1356,GRCP20YY Index
2007/7/16 17:00,EC,CPI 同比,Jun,1.90%,1.90%,1.90%,--,95.4545,ECCPEMUY Index
2007/7/17 16:30,UK,CPI 同比,Jun,2.30%,2.40%,2.50%,--,94.186,UKRPCJYR Index
2007/7/27 21:30,GE,CPI 同比,Jul P,1.80%,1.90%,1.80%,--,88.1356,GRCP20YY Index
2007/8/14 16:30,UK,CPI 同比,Jul,2.30%,1.90%,2.40%,--,94.186,UKRPCJYR Index
2007/8/16 14:00,GE,CPI 同比,Jul F,1.90%,1.90%,1.90%,2.00%,88.1356,GRCP20YY Index
2007/8/16 17:00,EC,CPI 同比,Jul,1.80%,1.80%,1.80%,1.90%,95.4545,ECCPEMUY Index
2007/8/28 23:00,GE,CPI 同比,Aug P,1.90%,1.90%,1.90%,--,88.1356,GRCP20YY Index
2007/9/14 14:00,GE,CPI 同比,Aug F,1.90%,1.90%,1.90%,2.10%,88.1356,GRCP20YY Index
2007/9/14 17:00,EC,CPI 同比,Aug,1.80%,1.70%,1.80%,--,95.4545,ECCPEMUY Index
2007/9/18 16:30,UK,CPI 同比,Aug,1.90%,1.80%,1.90%,--,94.186,UKRPCJYR Index
2007/9/27 23:30,GE,CPI 同比,Sep P,2.30%,2.50%,1.90%,--,88.1356,GRCP20YY Index
2007/10/16 14:00,GE,CPI 同比,Sep F,2.50%,2.40%,2.50%,2.70%,88.1356,GRCP20YY Index
2007/10/16 16:30,UK,CPI 同比,Sep,1.90%,1.80%,1.80%,1.80%,94.186,UKRPCJYR Index
2007/10/16 17:00,EC,CPI 同比,Sep,2.10%,2.10%,2.10%,1.70%,95.4545,ECCPEMUY Index
2007/10/29 23:30,GE,CPI 同比,Oct P,2.40%,2.40%,2.40%,--,88.1356,GRCP20YY Index
2007/11/13 17:30,UK,CPI 同比,Oct,2.00%,2.10%,1.80%,1.80%,94.186,UKRPCJYR Index
2007/11/15 15:00,GE,CPI 同比,Oct F,2.40%,2.40%,2.40%,2.80%,88.1356,GRCP20YY Index
2007/11/15 18:00,EC,CPI 同比,Oct,2.60%,2.60%,2.10%,--,95.4545,ECCPEMUY Index
2007/11/27 23:20,GE,CPI 同比,Nov P,2.70%,3.00%,2.40%,--,88.1356,GRCP20YY Index
2007/12/14 15:00,GE,CPI 同比,Nov F,3.00%,3.10%,3.00%,3.30%,88.1356,GRCP20YY Index
2007/12/14 18:00,EC,CPI 同比,Nov,3.00%,3.10%,2.60%,2.50%,95.4545,ECCPEMUY Index
2007/12/18 17:30,UK,CPI 同比,Nov,2.20%,2.10%,2.10%,2.10%,94.186,UKRPCJYR Index
2007/12/28 23:05,GE,CPI 同比,Dec P,3.00%,2.80%,3.10%,--,88.1356,GRCP20YY Index
2008/1/15 17:30,UK,CPI 同比,Dec,2.00%,2.10%,2.10%,--,94.186,UKRPCJYR Index
2008/1/16 15:00,GE,CPI 同比,Dec F,2.80%,2.80%,1.10%,3.20%,88.1356,GRCP20YY Index
2008/1/16 18:00,EC,CPI 同比,Dec,3.10%,3.10%,3.10%,--,95.4545,ECCPEMUY Index
2008/1/31 17:00,GE,CPI 同比,Jan P,2.70%,2.70%,2.80%,--,88.1356,GRCP20YY Index
2008/2/12 17:30,UK,CPI 同比,Jan,2.30%,2.20%,2.10%,--,94.186,UKRPCJYR Index
2008/2/29 18:00,EC,CPI 同比,Jan,3.20%,3.20%,3.10%,--,95.4545,ECCPEMUY Index
2008/2/29 18:35,GE,CPI 同比,Feb P,2.70%,2.80%,2.80%,2.90%,88.1356,GRCP20YY Index
2008/3/14 15:00,GE,CPI 同比,Feb F,2.80%,2.80%,2.80%,--,88.1356,GRCP20YY Index
2008/3/14 18:00,EC,CPI 同比,Feb,3.20%,3.30%,3.20%,--,95.4545,ECCPEMUY Index
2008/3/18 17:30,UK,CPI 同比,Feb,2.50%,2.50%,2.20%,--,94.186,UKRPCJYR Index
2008/3/28 23:35,GE,CPI 同比,Mar P,2.90%,3.10%,2.80%,--,88.1356,GRCP20YY Index
2008/4/15 16:30,UK,CPI 同比,Mar,2.60%,2.50%,2.50%,--,94.186,UKRPCJYR Index
2008/4/16 14:00,GE,CPI 同比,Mar F,3.10%,3.10%,3.10%,--,88.1356,GRCP20YY Index
2008/4/16 17:00,EC,CPI 同比,Mar,3.50%,3.60%,3.50%,3.30%,95.4545,ECCPEMUY Index
2008/4/28 23:45,GE,CPI 同比,Apr P,2.80%,2.40%,3.10%,--,88.1356,GRCP20YY Index
2008/5/13 16:30,UK,CPI 同比,Apr,2.60%,3.00%,2.50%,2.50%,94.186,UKRPCJYR Index
2008/5/15 14:00,GE,CPI 同比,Apr F,2.40%,2.40%,2.40%,--,88.1356,GRCP20YY Index
2008/5/15 17:00,EC,CPI 同比,Apr,3.30%,3.30%,3.60%,--,95.4545,ECCPEMUY Index
2008/5/28 20:55,GE,CPI 同比,May P,2.80%,3.00%,2.40%,--,88.1356,GRCP20YY Index
2008/6/13 14:00,GE,CPI 同比,May F,3.00%,3.00%,3.00%,--,88.1356,GRCP20YY Index
2008/6/16 17:00,EC,CPI 同比,May,3.60%,3.70%,3.60%,3.30%,95.4545,ECCPEMUY Index
2008/6/17 16:30,UK,CPI 同比,May,3.20%,3.30%,3.00%,--,94.186,UKRPCJYR Index
2008/6/27 20:30,GE,CPI 同比,Jun P,3.30%,3.30%,3.00%,--,88.1356,GRCP20YY Index
2008/7/15 16:30,UK,CPI 同比,Jun,3.60%,3.80%,3.30%,--,94.186,UKRPCJYR Index
2008/7/16 14:00,GE,CPI 同比,Jun F,3.30%,3.30%,3.30%,3.20%,88.1356,GRCP20YY Index
2008/7/16 17:00,EC,CPI 同比,Jun,4.00%,4.00%,4.00%,3.70%,95.4545,ECCPEMUY Index
2008/7/29 20:40,GE,CPI 同比,Jul P,3.20%,3.30%,3.30%,--,88.1356,GRCP20YY Index
2008/8/12 16:30,UK,CPI 同比,Jul,4.20%,4.40%,3.80%,--,94.186,UKRPCJYR Index
2008/8/14 14:00,GE,CPI 同比,Jul F,3.30%,3.30%,3.30%,--,88.1356,GRCP20YY Index
2008/8/14 17:00,EC,CPI 同比,Jul,4.10%,4.00%,4.00%,--,95.4545,ECCPEMUY Index
2008/8/27 22:20,GE,CPI 同比,Aug P,3.20%,3.10%,3.30%,--,88.1356,GRCP20YY Index
2008/9/16 14:00,GE,CPI 同比,Aug F,3.10%,3.10%,3.10%,--,88.1356,GRCP20YY Index
2008/9/16 16:30,UK,CPI 同比,Aug,4.60%,4.70%,4.40%,--,94.186,UKRPCJYR Index
2008/9/16 17:00,EC,CPI 同比,Aug,3.80%,3.80%,3.80%,4.10%,95.4545,ECCPEMUY Index
2008/9/26 21:00,GE,CPI 同比,Sep P,2.80%,2.90%,3.10%,--,88.1356,GRCP20YY Index
2008/10/14 16:30,UK,CPI 同比,Sep,5.00%,5.20%,4.70%,4.70%,94.186,UKRPCJYR Index
2008/10/15 14:00,GE,CPI 同比,Sep F,2.90%,2.90%,2.90%,2.80%,88.1356,GRCP20YY Index
2008/10/15 17:00,EC,CPI 同比,Sep,3.60%,3.60%,3.60%,3.80%,95.4545,ECCPEMUY Index
2008/10/29 21:15,GE,CPI 同比,Oct P,2.40%,2.40%,2.90%,--,88.1356,GRCP20YY Index
2008/11/14 15:00,GE,CPI 同比,Oct F,2.40%,2.40%,2.40%,--,88.1356,GRCP20YY Index
2008/11/14 18:00,EC,CPI 同比,Oct,3.20%,3.20%,3.20%,3.60%,95.4545,ECCPEMUY Index
2008/11/18 17:30,UK,CPI 同比,Oct,4.80%,4.50%,5.20%,--,94.186,UKRPCJYR Index
2008/11/26 22:50,GE,CPI 同比,Nov P,1.60%,1.40%,2.40%,--,88.1356,GRCP20YY Index
2008/12/16 17:30,UK,CPI 同比,Nov,3.90%,4.10%,4.50%,--,94.186,UKRPCJYR Index
2008/12/17 15:00,GE,CPI 同比,Nov F,1.40%,1.40%,1.40%,1.30%,88.1356,GRCP20YY Index
2008/12/17 18:00,EC,CPI 同比,Nov,2.10%,2.10%,3.20%,--,95.4545,ECCPEMUY Index
2008/12/30 21:00,GE,CPI 同比,Dec P,1.20%,1.10%,1.10%,--,88.1356,GRCP20YY Index
2009/1/15 15:00,GE,CPI 同比,Dec F,1.10%,1.10%,1.40%,--,88.1356,GRCP20YY Index
2009/1/15 18:00,EC,CPI 同比,Dec,1.60%,1.60%,1.60%,2.10%,95.4545,ECCPEMUY Index
2009/1/20 17:30,UK,CPI 同比,Dec,2.60%,3.10%,4.10%,--,94.186,UKRPCJYR Index
2009/1/28 22:45,GE,CPI 同比,Jan P,1.10%,0.90%,0.90%,1.10%,88.1356,GRCP20YY Index
2009/2/11 15:00,GE,CPI 同比,Jan F,0.90%,0.90%,0.90%,--,88.1356,GRCP20YY Index
2009/2/17 17:30,UK,CPI 同比,Jan,2.70%,3.00%,3.10%,--,94.186,UKRPCJYR Index
2009/2/27 18:00,EC,CPI 同比,Jan,1.10%,1.10%,1.60%,--,95.4545,ECCPEMUY Index
2009/2/27 18:20,GE,CPI 同比,Feb P,0.80%,1.00%,1.00%,0.90%,88.1356,GRCP20YY Index
2009/3/10 15:00,GE,CPI 同比,Feb F,1.00%,1.00%,1.00%,--,88.1356,GRCP20YY Index
2009/3/16 18:00,EC,CPI 同比,Feb,1.20%,1.20%,1.10%,--,95.4545,ECCPEMUY Index
2009/3/24 17:30,UK,CPI 同比,Feb,2.60%,3.20%,3.00%,--,94.186,UKRPCJYR Index
2009/3/27 21:15,GE,CPI 同比,Mar P,0.70%,0.50%,1.00%,1.10%,88.1356,GRCP20YY Index
2009/4/9 14:00,GE,CPI 同比,Mar F,0.50%,0.50%,0.50%,--,88.1356,GRCP20YY Index
2009/4/16 17:00,EC,CPI 同比,Mar F,0.60%,0.60%,0.60%,1.20%,95.4545,ECCPEMUY Index
2009/4/21 16:30,UK,CPI 同比,Mar,2.90%,2.90%,3.20%,--,94.186,UKRPCJYR Index
2009/4/28 21:10,GE,CPI 同比,Apr P,0.80%,0.70%,0.70%,0.40%,88.1356,GRCP20YY Index
2009/5/12 14:00,GE,CPI 同比,Apr F,0.70%,0.70%,0.70%,--,88.1356,GRCP20YY Index
2009/5/15 17:00,EC,CPI 同比,Apr,0.60%,0.60%,0.60%,--,95.4545,ECCPEMUY Index
2009/5/19 16:30,UK,CPI 同比,Apr,2.40%,2.30%,2.90%,2.90%,94.186,UKRPCJYR Index
2009/5/27 22:20,GE,CPI 同比,May P,0.20%,0.00%,0.00%,0.70%,88.1356,GRCP20YY Index
2009/6/10 14:00,GE,CPI 同比,May F,0.00%,0.00%,0.00%,--,88.1356,GRCP20YY Index
2009/6/16 16:30,UK,CPI 同比,May,2.00%,2.20%,2.30%,--,94.186,UKRPCJYR Index
2009/6/16 17:00,EC,CPI 同比,May,0.00%,0.00%,0.00%,0.60%,95.4545,ECCPEMUY Index
